text_original,video_source,text_clean,sentiment
Pssi bobrok pelatih bobrok,Youtube,pssi bobrok pelatih bobrok,negative
Sty GK perlu balik LG. Tp prestasi sty hrus d jadikan patokan bwat pelatih timnas kdepan. Klo GK bisa LBH baik drpd sty pecat aja.,Youtube,sty tidak perlu balik lg tp prestasi sty hrus d jadikan patokan bwat pelatih timnas kdepan klo tidak bisa lbh baik drpd sty pecat saja,neutral
"Erick Thohir, Toel, Justin, ga ada kabar masih hidup ga sih????",Youtube,erick thohir toel justin tidak ada kabar masih hidup tidak sih,neutral
dari semifinalis piala asia u23 sampai jadi ampas di selevel2 seagames 🤣,Youtube,dari semifinalis piala asia kamu sampai jadi ampas di selevel seagames,negative
Hatters ronaldo dan fan belanda prediksinya meleseett MU menangggg,Youtube,hatters ronaldo dan fan belanda prediksinya meleseett mu menangggg,positive
Jesus casas here we go,Tiktok,jesus casas here we go,neutral
rekrut pelatih jepang plis,Youtube,rekrut pelatih jepang tolong,neutral
"Mantap! 
 
 Lanjutkan tradisi kemunduranya",Youtube,mantap lanjutkan tradisi kemunduranya,positive
"Jadiii, SIAPA yg muncul belakangan kemudian dinarasikan berjasa, kemudian memecat matahari yg lebih bersinar sebelumnya ???
 
 dan sekarang kita kalah !!!",Youtube,jadiii siapa yang muncul belakangan kemudian dinarasikan berjasa kemudian memecat matahari yang lebih bersinar sebelumnya dan sekarang kita kalah,negative
"pelatih inggris tuh dari jerman woi sekarang botakkk, pelatih belgia dari prancis, pelatih portugal dari spanyol. omongan ga mutu. si paling belanda",Youtube,pelatih inggris tuh dari jerman woi sekarang botakkk pelatih belgia dari prancis pelatih portugal dari spanyol omongan tidak mutu si paling belanda,neutral
"Sebelumnya thank STY, dan Gw percaya pak ET, beliau ingin meningkatkan probabilitas timnas lolos pildun, doi kawakan di industri olahraga, timbang kemakan analis pundit2 gaje. Analisa koci paling the best lah.",Youtube,sebelumnya thank sty dan saya percaya pak et beliau ingin meningkatkan probabilitas timnas lolos pildun doi kawakan di industri olahraga timbang kemakan analis pundit gaje analisa koci paling the best lah,positive
"Park hang seo tuh bagus,,di vietnam aja mainya bagus",Youtube,park hang seo tuh bagus di vietnam saja mainya bagus,positive
ketum gk bener gmn timnas mau bener juga,Tiktok,ketum tidak benar gmn timnas mau benar juga,neutral
"perjalan yang panjang ini harus diakhiri dengan kegagalan, senang bisa seantusias selama ini,senang juga bisa nonton bareng sama Masyarakat yang gila bola yang tidak kenal pun akhirnya saling kenal, goodbye pildun see you next timeðŸ‘‹ðŸ¤ðŸ¥¹",Tiktok,perjalan yang panjang ini harus diakhiri dengan kegagalan senang bisa seantusias selama ini senang juga bisa nonton bareng sama masyarakat yang gila bola yang tidak kenal pun akhirnya saling kenal goodbye pildun see you next time,positive
"Pak kumis terbukti sebagai pelatih hebat
 Hebat tidak dipecat
 Jelas2 dr awal tidak meyakinkan
 Beda cerita dg sty
 Mungkin si bapak ini pegang rahasia besar",Youtube,pak kumis terbukti sebagai pelatih hebat hebat tidak dipecat jelas dari awal tidak meyakinkan beda cerita dg sty mungkin si bapak ini pegang rahasia besar,positive
"pelatihnya aja mantan pemain Barca,,gimana mau menang",Tiktok,pelatihnya saja mantan pemain barca gimana mau menang,positive
"Kapan timnas Indonesia akan maju kl mainnya begitu mulu umpan "" Sering gk akurat bawa bola gampang di rebut loyo bikin males nonton nya",Youtube,kapan timnas indonesia akan maju kl mainnya begitu mulu umpan sering tidak akurat bawa bola gampang di rebut loyo membuat males nonton nya,negative
"kok aku nangis ya, padahal aku gk tau apa2 tentang ini, hatiku langsung sedih banget liat perjuangannya styðŸ˜Ÿ",Tiktok,kok aku nangis ya padahal aku tidak tau apa tentang ini hatiku langsung sedih banget liat perjuangannya sty,negative
Kalo sempat indonesia.kalah.yg harus di hukum pak Erik tohir,Youtube,kalo sempat indonesia kalah yang harus di hukum pak erik tohir,negative
"setuju bagus sty ga ngelatihnya
 kalo gw setuju banget",Tiktok,setuju bagus sty tidak ngelatihnya kalo saya setuju banget,positive
patrik gak ada apa apanya,Tiktok,patrik tidak ada apa apanya,neutral
"Masih bagus sty tidak ada pelatih yang sebagus sty...
 Sekarang timnas Indonesia bagaikan sebuah kapal yang kehilangan nahkoda...
  Sudah boleh Erik tohirr turun jabatan karna sudah pusing 7 keliling..",Youtube,masih bagus sty tidak ada pelatih yang sebagus sty sekarang timnas indonesia bagaikan sebuah kapal yang kehilangan nahkoda sudah boleh erik tohirr turun jabatan karna sudah pusing keliling,positive
"Tohir cs Kalah Pamor Dengan STY
 Sehingga Dia Dengan Ego nya Menyingkirkan STY 
 Kini setelah semua Hasil Buruk Timnas Di semua Umur
 Dia Tetap Merasa diri Tidak bersalah
 Tohir Tohir,Selamat Atas Ambisimu yg ingin menghancurkan Sepakbola Timnas dan menghancurkan Mimpi Semua Suporter TIMNAS..
 #Tohir_Out",Youtube,tohir cs kalah pamor dengan sty sehingga dia dengan ego nya menyingkirkan sty kini setelah semua hasil buruk timnas di semua umur dia tetap merasa diri tidak bersalah tohir tohir selamat atas ambisimu yang ingin menghancurkan sepakbola timnas dan menghancurkan mimpi semua suporter timnas tohir out,negative
"Kalo timur kapadze,ex uzbekistan gmna?🤔",Youtube,kalo timur kapadze ex uzbekistan gmna,neutral
"gagal dari target yg diharapkan sah-sah saja, wajar saja jika terjadi pelatih harus diganti karena gagal memenuhi ekspetasi, yg tidak wajar adalah menghujatnya...coba diambil gambaran dan hikmahnya dulu jerman gagal total di piala dunia 2006 sebagai tuan rumah maka joachim low menggantikan klinsman...setelahnya low membangun timnas jerman namun tetap gagal di piala dunia 2010...membangun lagi timnas dan akhirnya berhasil di piala dunia 2014 sebagai juara (rentang waktu 8 tahun)...membangun timnasnya lagi gagal di piala dunia 2018, membangun lagi timnasnya namun tetap gagal di piala dunia 2022....rentang waktu begitu panjang dalam membangun timnas... fakta kita gagal dari target harusnya memacu semangat yg lebih lagi untuk membangun timnas agar menjadi lebih baik dan mencapai target bukan menghujat serta mengkambing hitamkan. (terlintas pemikiran menggelitik, apakah sebenarnya Tohir menyelamatkan muka sty agar tidak menjadi kambing hitam kegagalan timnas.....peace). Terus melangkah maju timnas, kegagalan jadikan cambuk semangat untuk meraih kejayaan.",Youtube,gagal dari target yang diharapkan sah sah saja wajar saja jika terjadi pelatih harus diganti karena gagal memenuhi ekspetasi yang tidak wajar adalah menghujatnya coba diambil gambaran dan hikmahnya dulu jerman gagal total di piala dunia sebagai tuan rumah maka joachim low menggantikan klinsman setelahnya low membangun timnas jerman namun tetap gagal di piala dunia membangun lagi timnas dan akhirnya berhasil di piala dunia sebagai juara rentang waktu tahun membangun timnasnya lagi gagal di piala dunia membangun lagi timnasnya namun tetap gagal di piala dunia rentang waktu begitu panjang dalam membangun timnas fakta kita gagal dari target harusnya memacu semangat yang lebih lagi untuk membangun timnas agar menjadi lebih baik dan mencapai target bukan menghujat serta mengkambing hitamkan terlintas pemikiran menggelitik apakah sebenarnya tohir menyelamatkan muka sty agar tidak menjadi kambing hitam kegagalan timnas peace terus melangkah maju timnas kegagalan jadikan cambuk semangat untuk meraih kejayaan,positive
"Jepang Berencana Keluar dari AFC, dan Bentuk Federasi Asia Timur, *CNN INDONESIA, 18-10-2025, 07:20 WIB.
 
 Koci ., saranmu didengerin oleh PSSI-nya Jepang.. 
 Emang Pundit nomer 1 di dunia ini bahaya sih .. 😂😂😂..",Youtube,jepang berencana keluar dari afc dan bentuk federasi asia timur cnn indonesia wib koci saranmu didengerin oleh pssi nya jepang emang pundit nomer di dunia ini bahaya sih,neutral
Sakit banget hati gw liat potensi besar timnas garuda saat ini yang malah dihancur leburkan oleh orang2 yg lebih mengedepankan EGO !,Youtube,sakit banget hati saya liat potensi besar timnas garuda saat ini yang malah dihancur leburkan oleh orang yang lebih mengedepankan ego,negative
Banyak pemain titipan yang harus dimainkan😂😂😂,Youtube,banyak pemain titipan yang harus dimainkan,neutral
Botak binomo cuci tangan,Youtube,botak binomo cuci tangan,neutral
Tgl 26 buat tagar terimakasih STY disemua medsos...,Youtube,tgl buat tagar terimakasih sty disemua medsos,positive
"""kalau sty balik, kan gaji mahal, perlu negosiasi ulang blablabla...""
 lah itu ""tim kepelatihan terbaik"" yang menggantikan 1 ORANG sty gue yakin gajinya jauh lebih besar daripada sty
 cuci tangan pake lifebuoy dengan perlindungan maksimal!",Youtube,kalau sty balik kan gaji mahal perlu negosiasi ulang blablabla lah itu tim kepelatihan terbaik yang menggantikan orang sty saya yakin gajinya jauh lebih besar daripada sty cuci tangan pake lifebuoy dengan perlindungan maksimal,positive
"Terimakasih shin tae yong.. 
 Dan apapun keputusan pssi saya Hormati ❤ timnas Indonesia lebih dr siapapun. Saya akan tetap nonton timnas seperti biasanya.",Youtube,terimakasih shin tae yong dan apapun keputusan pssi saya hormati timnas indonesia lebih dari siapapun saya akan tetap nonton timnas seperti biasanya,positive
Terimakasih STY anda sudah membuat kami puas melihat timnas sekarang,Youtube,terimakasih sty anda sudah membuat kami puas melihat timnas sekarang,positive
"Ibarat, Buang BTC palah pilih MANTA",Youtube,ibarat buang btc palah pilih manta,neutral
sudah mulai kutukan sty,Tiktok,sudah mulai kutukan sty,neutral
Eric tohir itu sengaja menghancurkan sepak bola indonesia khususnya timnas.. Semoga Allah mengutuk eric tohir dan kawan kawan yg tidak suka indonesia maju aamin,Youtube,eric tohir itu sengaja menghancurkan sepak bola indonesia khususnya timnas semoga allah mengutuk eric tohir dan kawan kawan yang tidak suka indonesia maju aamin,negative
Sudah tau pelatih gagal masih aja dipake ...indra Japri,Youtube,sudah tau pelatih gagal masih saja dipake indra japri,neutral
"gua ga Muja sty itu baik dan hebat tapi gua salut dengan beliau percaya dengan proses,",Tiktok,saya tidak muja sty itu baik dan hebat tapi saya salut dengan beliau percaya dengan proses,positive
[sticker],Tiktok,sticker,neutral
ingat dia rela loh negaranya sendiri kalah demi Indonesia ðŸ‡®ðŸ‡©,Tiktok,ingat dia rela loh negaranya sendiri kalah demi indonesia,negative
udah paling pas jurgen klopp,Youtube,sudah paling pas jurgen klopp,neutral
coach terbaik Indonesia dah,Youtube,coach terbaik indonesia sudah,positive
pmisiii mo numpang nangesðŸ’”ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Tiktok,pmisiii mo numpang nanges,neutral
Muga yg terbaik ajalah buat timnas indonesia nih dan buat sty suksess terus dan kita warga indonesia trima kasih banyak atas ke indahan yg sudah di buat di timnas kita nih sukses terus sty,Youtube,muga yang terbaik ajalah buat timnas indonesia nih dan buat sty suksess terus dan kita warga indonesia trima kasih banyak atas ke indahan yang sudah di buat di timnas kita nih sukses terus sty,positive
"meninggalkan victor dethan, dan arkhan fikri adalah kesalahan fatal, ivar g dpt tandem yang pas",Youtube,meninggalkan victor dethan dan arkhan fikri adalah kesalahan fatal ivar g dpt tandem yang pas,negative
ERICK THOHIR sudah gagal,Youtube,erick thohir sudah gagal,neutral
Se7 om Ded g tau ada intrik yg lain,Youtube,se om ded g tau ada intrik yang lain,neutral
"nyari pelatih terbaik eropa,malah yng penting orang eropaðŸ˜‚",Tiktok,nyari pelatih terbaik eropa malah yng penting orang eropa,positive
Kabur aja dulu om,Youtube,kabur saja dulu om,neutral
"baru kali ini gw cinta banget sm indo, eh malah dihancurin sm negara sendiri",Youtube,baru kali ini saya cinta banget sama indo eh malah dihancurin sama negara sendiri,negative
tapi kenapa sekarang diganti patrick kembalikan STY kuðŸ˜­ðŸ˜­ðŸ˜­,Tiktok,tapi kenapa sekarang diganti patrick kembalikan sty ku,neutral
"Ya dulu bisa juara, krn....IS hanya meneruskan kerja STY, semua sudah ready, kalau sekarang mulai dari nol...ya ini lah hasilnya, artinya apa? Pelatihnya tidak mampu...",Youtube,ya dulu bisa juara krn is hanya meneruskan kerja sty semua sudah ready kalau sekarang mulai dari nol ya ini lah hasilnya artinya apa pelatihnya tidak mampu,positive
kalo sekarang timnas dicurangi pk malah diem aja,Tiktok,kalo sekarang timnas dicurangi pk malah diem saja,negative
semangat nyanmar.....selengkapnya,Tiktok,semangat nyanmar selengkapnya,positive
"setelah ini pasti Indra Syafri di pecat,terus tdk brpa lama kemudian di panggil lagi untuk melatih.Itulh bobrok nya pengurus PSSI @Erick Thohir",Tiktok,setelah ini pasti indra syafri di pecat terus tidak brpa lama kemudian di panggil lagi untuk melatih itulh bobrok nya pengurus pssi erick thohir,negative
mrk benae benar melakukan keputusan besar ... tp keputusan besar untuk kalah dan ambruk..,Youtube,mrk benae benar melakukan keputusan besar tp keputusan besar untuk kalah dan ambruk,negative
PELAWAK YANG SOK TAU TENTANG BOLA,Youtube,pelawak yang sok tau tentang bola,neutral
setuju bang sty sdh membawa sepak bola indonesia bagus,Youtube,setuju bang sty sudah membawa sepak bola indonesia bagus,positive
"Boseeeen gue , yg jelas pelatih lokal gak mampu ,itu aji Santoso lagi jadi pelatih kalah 11kosong dipalestina hehehe. Udah main tarkam aja",Youtube,boseeeen saya yang jelas pelatih lokal tidak mampu itu aji santoso lagi jadi pelatih kalah kosong dipalestina hehehe sudah main tarkam saja,negative
towel tersenyum bahagia,Youtube,towel tersenyum bahagia,positive
"gw gapaham sama yang marah²in ridho ampe digoblok²in dan dibandingin yakob, klok dkk kemaren. padahal bedanya ridho maen bagus satu match tapi bikin satu blunder fatal (yang mana wajar kita kesel tapi galayak untuk dibully habis²an). berbanding terbalik sama yang kemaren itu bener² 100 menit ga ngapa²in (tetep gabaik dibully tapi keberadaannya di starting/bench perlu dipertanyakan)",Youtube,saya gapaham sama yang marah in ridho ampe digoblok in dan dibandingin yakob klok dkk kemaren padahal bedanya ridho maen bagus satu match tapi membuat satu blunder fatal yang mana wajar kita kesel tapi galayak untuk dibully habis an berbanding terbalik sama yang kemaren itu benar menit tidak ngapa in tetep gabaik dibully tapi keberadaannya di starting bench perlu dipertanyakan,positive
"sedikit pandangan saya mas ferry.. mungkin pemain lokal bisa di perhatikan, salah satu nya ""Tengg"" dari Club Deltras.. saya rasa beliau sosok striker predator yang haus akan peluang dan goal. tau menempatkan posisi.. Terimakasih",Youtube,sedikit pandangan saya mas ferry mungkin pemain lokal bisa di perhatikan salah satu nya tengg dari club deltras saya rasa beliau sosok striker predator yang haus akan peluang dan goal tau menempatkan posisi terimakasih,positive
sejak sty keluar jarang nonton bola karena g sekeren dulu permainannyaðŸ˜Œ,Tiktok,sejak sty keluar jarang nonton bola karena g sekeren dulu permainannya,positive
"STY ketika round 3 nahan imbang australia, nahan imbang arab dan menang lawan arab di GBK dengan materi skuad belum seperti sekarang adalah jaminan kalau peluang kita lolos piala dunia ada, kemudian muncul erick tohir dengan penjilat""nya merusak semua, ternyyata jadi kaya ga bikin ET jadi pinter",Youtube,sty ketika round nahan imbang australia nahan imbang arab dan menang lawan arab di gbk dengan materi skuad belum seperti sekarang adalah jaminan kalau peluang kita lolos piala dunia ada kemudian muncul erick tohir dengan penjilat nya merusak semua ternyyata jadi kaya tidak membuat et jadi pinter,positive
"pilihan baru ga ada prestasi dikasih target tinggi, ingat yang instan akan ada efek samping, kalau sampai blunder kasih kartu merah, kalau main alibi membela diri tapi solusi minus , merusak ekpektasi suporter yg ingin lebih baik dan berkembang malah retak dan hancur dari dalam karena Ego",Youtube,pilihan baru tidak ada prestasi dikasih target tinggi ingat yang instan akan ada efek samping kalau sampai blunder kasih kartu merah kalau main alibi membela diri tapi solusi minus merusak ekpektasi suporter yang ingin lebih baik dan berkembang malah retak dan hancur dari dalam karena ego,negative
