comment,compound,positive,negative,neutral,label
Sty itu cintax SM pssi tulus dari hati makanya pemainsuporter cinta Sm sty dari zamanx Nurdin chalid smpai sekarang mafiax iya orang2 pssi sendiri,-0.25,0.311,0.333,0.356,negative
Saya sebagai orang yang pernah jadi pemain bola selama 30 tahun ketika mendengar narasi admin ini terasa bergetar dan mendidih darah kebangsaan saya disebabkan drama dan skandal yang dilakukan pssi ini,-0.9899,0.129,0.6,0.271,negative
Rombak total pssi,-0.4588,0.0,0.6,0.4,negative
Harus ada pembenahan mendalam di tubuh PSSI dan kembalikan STY sebagai head coach Timnas,-0.7906,0.273,0.455,0.273,negative
Semoga STY bisa kembali melatih dengan catatan ganti ketua PSSI dan jajarannya bersihkan mafia bola di tubuh PSSI,-0.8402,0.133,0.367,0.5,negative
ET arya s dan koninya memang mafia bola kembIkan STY,-0.25,0.278,0.333,0.389,negative
Klo sepakbola Indonesia mau maju satu2nya jalan STY harus melatih di Indonesia lagi kalau tidak semakin hanjur sepakbola di Indonesia,-0.875,0.22,0.439,0.341,negative
PSSI harus sadar diri kalau pengin selamat timnas Indonesia kembalikan sty jangan pada emosi pada keras kepala harus sadar diri,-0.9325,0.296,0.556,0.148,negative
Yg masih berdiri mengharumkan Indonesia adalah timnas yang di latih Nova A yang dipengaruhi totalitas asuhan STYberarti STY harus kembali,-0.9517,0.108,0.486,0.405,negative
Pialadunia gagal asean game ko,-0.4588,0.273,0.455,0.273,negative
kepada petinggi PSSI tidak akui saja kesalahan dan mundur,-0.9584,0.0,0.727,0.273,negative
Kontennya buat ketagihan 0 buat aku tidak bisa henti nonton,-0.9001,0.28,0.6,0.12,negative
Tolong pak prabowo PSSI bth bantuannya Soale ET tidak menpan kalau di demo untuk Reformasi di tubuh PSSI Modale dablek pemasukan dari suporter sudah tidak di dengar Tlg pak prabowo bantuannya di tunggu butuhkan suporter,-0.6124,0.338,0.365,0.297,negative
Sdh dapat pelatih bagus kelas dunia kok dipecat iya Indo kualat,-0.4588,0.414,0.448,0.138,negative
Kedepan pasti tidak ada lagi pemain sekelas jay yang mau di naturalisasi Sebab di karnakan palsu nya management di pssi,-0.25,0.373,0.392,0.235,negative
Entah aura apa yang ada pada sty sejak di tinggal pergi kalau lagu kebangsaan berkumandang tidak bergetar seperti dulu,-0.9682,0.269,0.615,0.115,negative
kita yang profesional sty tunggu beliau kembali biar kita bangkit lagi,-0.7184,0.304,0.435,0.261,negative
Sakjane Tohir Yo isin to Wong netizen99 sudah tidak suka kokmau jadi opo sepak bola Indonesia,-0.25,0.323,0.323,0.355,negative
Erik Tohir yang memulai Erik pula yang menghancurkan sungguh tragis nasib penggemar timnas dan persepakbolaan indonesiapantas Indonesia disegala bidang tidak maju dan bahkan hancur hancurankalau pengelolaannya dilemudikan mafia,-0.9891,0.081,0.597,0.323,negative
Kebenaran sedang diperlihatkandengan cara timnas ktayang gagal masuk pidun gagal sragame ini menandakan tuhan sedang menunjukan kebesarannya,-0.9001,0.129,0.452,0.419,negative
Kembalikan STYklau ingin maju sepak bola kita,-0.6124,0.0,0.4,0.6,negative
Betuuull setujuuuu Ngapain cari pelatih baru lagi sih Ga habis pusing,-0.7184,0.296,0.481,0.222,negative
Erik bos mafia yang sesungguhnya,-0.8402,0.36,0.64,0.0,negative
Setujutapi jangan henti nturalisasi atau pun pemanggilan pemain keturunan,-0.9584,0.0,0.773,0.227,negative
Saya setuju dengan pelatih timnas Indonesia sin ta yomg dan bung harpa jadi anggota Exco PSSI,-0.4588,0.324,0.412,0.265,negative
rombak pssi dan kembalikan sty kembalikansty,-0.4588,0.0,0.375,0.625,negative
Di indonesia tidak di klub tidak di timnas pasti pengurusnya mengatur skor,-0.875,0.16,0.48,0.36,negative
Pokoknya STY come back titik,-0.8402,0.0,0.727,0.273,negative
ET harus berani introspeksi tidak emosi dan berani merombak pengurus yang tidak kompeten dicopot Orang orang yang yang hanya omong doang harus diedukasi,-0.9939,0.139,0.708,0.153,negative
kpk jaksa tolong selidiki excopssi dkknya di inspeksi mendadak Towel cs juga harus di panggil ayoo DPRRI panggil semua,-0.875,0.125,0.438,0.438,negative
Ajang bisnis bola ada di liga untuk timnas jangan dijadikan ajang bisnis biar tidak bruk terus,-0.6124,0.366,0.439,0.195,negative
Apa bisa dipercayai ini kabar Jangan jangan berita banyak hoaknya,-0.9001,0.25,0.607,0.143,negative
Yg komentar erick depat itu orgnya itu2 saja yanetizen dan rakyat yang cerdas tidak akan percaya dengan berita dan fitnah2 basih dan kampunganini ma piaraan orang mafia,-0.9849,0.057,0.566,0.377,negative
Jika orang punya otak dan akal sehathal yang paling realistis adalah mengembalikan STY dan membangun kembali asa generasi baru dari lokaladapun diaspora justru harus selektif pemilihannya jangan asal comot nama besaryg hatinya belum Indonesia sebaiknya di urungkan meskipun pemain itu punya transfer mahal,-0.9719,0.247,0.462,0.29,negative
Itu adalah BPK Yunus Nusi sekretaris jenderal PSSIyg berjudi di Singapura,-0.4588,0.0,0.231,0.769,negative
Setuju Coach Indra Syafrie selesa beri kesempatanCoach Bima Sakti untuk Yunior dan Senior STY saja,-0.25,0.353,0.382,0.265,negative
Gimana bisa move on dari sty kalau Semakin lama semakin hancur berantakan,-0.9186,0.207,0.586,0.207,negative
Kalo ada judinya ini sudah TDK benarkasihan pemain sepak bola dibuat jadi wayangsubhanallah jauhkan anak bangsa dari mafia yang merusak bangsa ini,-0.9638,0.212,0.538,0.25,negative
KITA HANYA BISA MOHON TUK KLUB2 DI INDONESIA JANGAN LAGI PILIH MANUSIA2 YG SEKARANG DI PSSI BIARPUN KLUB2 DI KASIH UANG DAN KEMUDAHAN2 YG AKAN DI JANJIKAN,-0.9325,0.133,0.422,0.444,negative
Dengerin tu kata2 bung Roky putiray kalau timnas menang terus para mafia tidak dapat uang makanya harus ganti2 pelatih terus agar tidak bisa maju sepak bola Indonesia dan tidak bisa menang terus,-0.9638,0.293,0.488,0.22,negative
Inikah cara kerja orang orang berpengalaman di PSSI memajukan sepak bola kita para pemaen janga kamu jadikan ayam telor hanya mengambil keuntungan pribadi tega teganya timnas kita jungkir balik memperjuangkan TPI kenapa selalu di rusak para oknum mafia yang tidak tanggung jawab memalukan,-0.9682,0.276,0.449,0.276,negative
Hutang pssi harus ditanggung ketua dan anggota esco pssi,-0.9584,0.0,0.727,0.273,negative
Sangat setuju ET harus di pecat,-0.6124,0.391,0.522,0.087,negative
Konten yang bagus itu tidak menyinggung nama seseorang atau memencemarkan nama baik seseorang malas dengarnya,-0.9432,0.194,0.556,0.25,negative
Betul banget sty harus kembali mafia PSSI dibuang saja Pak Prabowo,-0.9584,0.167,0.667,0.167,negative
Bearti masalah nya adalah sty selalu tidak mau dengar wacana2 pssi yang menghancurkan timnas Sty tidak mau ikut drama Sty tidak mau di ajak kerja sama menanda tangani pemain titipan yang di naturalisasi Sty juga tidak mau merubah pondasi yang telah ia buat Dengan blue print nya erik yang tidak jelas Makanya dia di pecat Setuju tidak dengan pendapat saya,-0.9968,0.256,0.574,0.17,negative
Bicara mafia bola iya Erik Tohir,-0.9001,0.0,0.714,0.286,negative
Pak Prabowoperbaiki menpora dan PSSIsikat mafia yang hanya bertopeng bangsamau kenyang sendirikasihan rakyatmu BPK Praboworakyatmu pecandu bolatolong BPK sikat mafia di PSSI,-0.9682,0.093,0.512,0.395,negative
Coba kalau sty tidak di pecat di tengah jalan pasti lolos ke piala dunia kemarin,-0.875,0.316,0.5,0.184,negative
pokonya pssi sama exco sama saja gagal total,-0.6124,0.348,0.522,0.13,negative
Oh ternyata nyendet di tembok sampai tembok roboh kode alam,-0.8402,0.25,0.583,0.167,negative
SEKARANG KITA GAGAL TOTAL,-0.7184,0.0,0.625,0.375,negative
Sty di pecat dengan tidak manusiawi orang yang sudah sepenuh hati membangun karakter sepak bola indonesia,-0.9584,0.179,0.564,0.256,negative
Sampe saat ini Erik dan Sinulingga belum menyadari bahwa dirinya telah gagal makanya masihngotot ASSU,-0.7906,0.125,0.375,0.5,negative
Mrk adalah mafia bola,-0.7906,0.0,0.667,0.333,negative
Begitu lah Akibatnya Jika MAFIA Di PIARA,-0.8286,0.0,0.529,0.471,negative
Memang pederasi kita bodoh dan konyol di isi dan dipengaruhi Mafia bola yang bertopeng pengamat Exco bahkan ET jadi boneka yang dikorbankan,-0.9432,0.213,0.468,0.319,negative
Kembalikan sty an pecat semua orang orang pederasi,-0.9001,0.0,0.625,0.375,negative
Kok tidak ada yayang berani memecat Erik Thohir,-0.7184,0.25,0.5,0.25,negative
Laknat dan karma Erik nSinullingga kebenaran akan terungkap back to STY,-0.9432,0.0,0.636,0.364,negative
Karma melanda PSSI ulah siapa,-0.4588,0.222,0.444,0.333,negative
Kasihan sama pemain keturunan dijdikan budak mafia Erik Tohir cs Buat kedepan nya bagi pemain keturunan harus berpikir 1000x untuk mnjdi pemain timnas Indonesia Indonesia bukan tempat bagi pemain toplebih baik tetap berkarir dieropabagi pelatihtop dipenjuru dunia jangan pernah terima tawaran untuk jadi pelatih timnasklo TDK ingin reputasinya rusakklo buat mafia Indonesia lah tempatnya,-0.9186,0.35,0.407,0.244,negative
Asal bicara saja tu arya,-0.6124,0.0,0.5,0.5,negative
Sangat setuju kembalikan stykalau tidak ketua PSSI dan semua esko yang keluar,-0.9186,0.257,0.571,0.171,negative
Timnas Garuda hanya STY yang mngrti bagaimana crnya mlatih indonesia sudah terbukti penjahat kelamin erik tohir tolong kembalikan STY kalau mau garuda terbang tinggi lagi seperti th 2024,-0.4588,0.344,0.406,0.25,negative
Sudah tidak becus mengurus federasi pakai bnyak alasanbubarkan semua pngurusnya,-0.25,0.4,0.4,0.2,negative
Pecat Bung A S dan SEKJEN PSSI,-0.7906,0.0,0.6,0.4,negative
Erick tohir egois Erick tohir menghancurkan timnas,-0.9186,0.0,0.688,0.312,negative
Musuh dalam selimut masih di pelihara semakin hancur PSSI dan timnas mafia untung timnas buntung,-0.6124,0.375,0.425,0.2,negative
Memang setelah ditinggal sty timnas kita kok emakin amburadulsperti kehilangan arah sehingga semua jadi agak terpurukprestasi anjlok,-0.9186,0.237,0.5,0.263,negative
Dulu ada yang bilang STY Tanpa pemain diaspora bisa apa Dan sekarang timnas diaspora tanpa STY bisa apa Halloooooo makan itu bintang LAUT,-0.9432,0.159,0.477,0.364,negative
Jangan diem ajh dong demo besar besaran harus di lakukan lengserkan si Erik si Arya dan si Yunus kalau GK bisa hancur timnas kita,-0.9186,0.178,0.444,0.378,negative
Gerbong Belanda tapigerbong rusak dari Belanda rel belum di Padang gerbongnya ambruk,-0.7906,0.174,0.435,0.391,negative
Erik Tohir out,-0.6124,0.0,0.667,0.333,negative
Pelatih semua bagus bagus yang bobrok itu federasinya banyak mafia main judi,-0.9001,0.386,0.568,0.045,negative
Sampai detik ini tidak ada yang bisa menjatuhkan dan menggantikan eriktoir sungguh mmbagongkN Sepakbola Indonesia di obok mafi4,-0.7184,0.31,0.405,0.286,negative
Si erik dtank ke pssiq hrap tuk brsih2 pra mafiaeh tidak taunyamlh si erik mmbuat mafia smakin kuat,-0.9638,0.083,0.556,0.361,negative
1 kata Mafia,-0.8402,0.0,1.0,0.0,negative
Klo sekedar kritik sih tidak akan mempanhrs dademo LBH besar dan seret Arya dan kawan-kawan,-0.8402,0.172,0.414,0.414,negative
Hanya satu kata pecat saja Arya Sinulingga,-0.9186,0.182,0.727,0.091,negative
benar apa yang di katakan sty ketika saya pergi maka akan hancur semua taktik dan permainan timnas kita dan terbukti kan pssi Exco semuanya orang bodoh dan otak cuma uang dan uang,-0.9432,0.213,0.426,0.361,negative
Banyak mafia bola di PSSIjngan marah kalau di bilng mafia okayharusnya kalian malu dan mundur kalau banyak orang bilang di PSSI banyak mafia bola,-0.9432,0.263,0.491,0.246,negative
PSSI haros di biarin dulu untuk mengembalikan sty,-0.6124,0.0,0.364,0.636,negative
Terima kasih pak Erik tohir dan Arya Sinulingga serta para mafia penjudi bola kalian telah menghancurkan sepak bola timnas Garuda Indonesia,-0.875,0.273,0.432,0.295,negative
PSSI dan EXCO kualat sama STY,-0.25,0.308,0.385,0.308,negative
Uda pecat semua,-0.9001,0.0,0.909,0.091,negative
Seharusnya Erik malu sama Asnawi dia legowo ban kapte diserahkan rekannya yang mampu Tapi lihat Erik seperti ddicabut kemaluannya oleh Yang Maha Mengetahui,-0.9118,0.319,0.497,0.185,negative
ET AR PT mereka semua mafia sudah bisa ditebak mulutmu harimaumu,-0.7906,0.182,0.455,0.364,negative
Segera kembalikan stymelatih timnaspk prabowo wajib turun tanganpecat erik dan penghianat2si pssi,-0.25,0.286,0.333,0.381,negative
2025 tahun yang membagongkan si erik ketum pederasi perusak cinta penggemar,-0.7906,0.182,0.455,0.364,negative
Siapa pun ketum pssi nya kalau tidak berani SM mafiax pssi jangan harap timnas BS masuk pildun,-0.9432,0.167,0.556,0.278,negative
Pliss Erik munduratau kmblikn sty,-0.6124,0.0,0.5,0.5,negative
Kalau saya masih mendukung pak erikcuma anggota kepengurusan PSSI harus di rombak karena di dlmnya isinya di kendalikan mafia bola lintas negara,-0.9849,0.0,0.659,0.341,negative
comeback STY,-0.4588,0.0,0.75,0.25,negative
Kutukan laknat karmanya Garuda Yg hancur efeknya sepakbola Indonesia mundur memalukan,-0.7906,0.0,0.375,0.625,negative
Bubar kan Exco PSSI penghancur sepak bola Indonesia,-0.6124,0.0,0.364,0.636,negative
Mana grande mana ultras mana suporter fanatiknya timnas Indonesia Klo berani bergerak untuk menuntut federasi PSSI Sdh di buat hancur lebur begini kok tenang dan biasabiasa saja sekarang yang jadi korban para pemainnya,-0.8402,0.304,0.391,0.304,negative
Pak prabowo tolong suruh ET dan AS mundur dari pssi dan orang dalam ExCo termasuk wakil sekretaris jenderal PSSI itu para mafia semua,-0.9325,0.224,0.49,0.286,negative
Exko tempat mafia bola et kaya karena bola,-0.9186,0.143,0.667,0.19,negative
Pa Hariyawan Tolong TIMNAS INDONESIA Setelah Bapa Hancur Gara Gara E T Si Muka Tembok,-0.9001,0.242,0.545,0.212,negative
Bubarkan saja pssi mengurus sepak bola tidak pecus,-0.9432,0.0,0.737,0.263,negative
Selama et masih bertahta di pssi timnas dan pembinaan usia dini tidak akan maksimal berhasilpercaya deh sama saya,-0.4588,0.25,0.312,0.438,negative
Sdh lah suruh mundur semua nya di jajaran kepengurusan pssi sudah tidak pantes lagi menjabat sebagai ketua umum PSSI masyarakat Indonesia sudah tidak percaya lagi,-0.9638,0.254,0.525,0.22,negative
Ariya harus aot dia tidak tahu bola,-0.9186,0.208,0.667,0.125,negative
Pssi kumpulan orsng orang mafia yang dipimpin erik,-0.9584,0.0,0.762,0.238,negative
hai reven jangan cengeng kamu Pak polisi tlg kerahkan pengaruh mu tangkap para penjudi yang berakar di tubuh PSSI,-0.8402,0.353,0.471,0.176,negative
Tubuh PSSI banyak ularnya banyak tikusnya banyak cacingnya drama proyek ini harus segerah disembuhkan,-0.7184,0.333,0.444,0.222,negative
Itulah konoha PEJABAT PSSI skr Mendekati BOBROK,-0.9255,0.0,0.696,0.304,negative
Bapak ku presiden Prabowo Subianto yang bijaksana bapak seharusnya cepat membereskan orang orang di PSSI pecat semua ganti yang tidak suka main ke kasino,-0.9001,0.339,0.452,0.21,negative
Drama PSSI sama seperti sinema elektronik Indonesia tidak bermutu,-0.7184,0.32,0.52,0.16,negative
Masih ajah kalau ada yang pintar di indonesia pasti di tendang nga heran si itu kerjaan antek antek kompeni,-0.7184,0.347,0.469,0.184,negative
Ini semua permainan Eric Tohir dan ESCO PSSI dengan mafia sepak bola Eric Tohir punya target masuk pildun 2030 bersamaan Eric Tohir akan mencalonkan RI2,-0.9432,0.095,0.429,0.476,negative
Siapapun PSSI Pengurus kalau merasa Gagal untuk Timnas iya mundur saja segera masih banyak kok oknum oknum bola berseliweran didalam Federasi PSSI kalau tidak iya sepak bola Indonesia untuk Perjudian,-0.875,0.262,0.426,0.311,negative
biang kerok kegagalan timnas adalah et Arya towelyg SDH menghancurkan hrpn pmain dn rakyat indonesia tk main ke pildundgn menyingkirkan sty,-0.9186,0.088,0.412,0.5,negative
Eric Eric Mana suaramu Mana pelatih Eropa yang kamu banggakan Mana mungkin pelatih kelas dunia meresponmu Mereka tidak kan mau jadi korban karir karena politikmu KASIHAN DEH PSSI JADI BAHAN CELAAN DUNIA,-0.9227,0.349,0.46,0.191,negative
Erik Tohir harusnya malu dan harus mundur kalau tahu malu dengan kegagalan terus menerus begini Ingat hanya sty yang kerja dengan tulus untuk mengangkat sepak bola indonesia Erik tidak bisa bertahan dengan prestasi ini tahu malu dong,-0.6124,0.38,0.413,0.207,negative
Boikot Liga 1 jangan ada yang nonton jika Erick dan kroninya tidak hengkang dari PSSI dan STY tidak dipanggil lagi untuk melatih Timnas,-0.9882,0.091,0.673,0.236,negative
1 kata Mafia,-0.8402,0.0,1.0,0.0,negative
Vietnam saja diltih pelatih kurea mju knkenapa PSSI tidak becermindari hal yang ada,-0.8402,0.273,0.485,0.242,negative
Arya harus diganti,-0.7906,0.0,0.75,0.25,negative
Sekelas tim nasional kok pasing saja acak acakan mengherankan Kaya era 90 an kaya ada yang janggal di dalam federasi yang menginginkan tim tidak boleh maju,-0.9517,0.369,0.512,0.119,negative
Penipu bukan cuma dari uang SJ tapi ini pengurus PSSI penipu masyarakathabis uang buat poya poya alasan buat memajukan sepak bola tapi nyatanya bahkan mereka merusak uang buat poya poya SJ sungguh biadap,-0.9325,0.238,0.413,0.349,negative
Demo besar2an ke PSSI turunin Erick Tohircepetan out muak lihatnyapenjahat,-0.9001,0.0,0.556,0.444,negative
Bukan Erik Tohir yang bahaya tapi yang paling bahaya itu bahkan Arya Sinulingga dan Yunus nusidan Krono kroninyaseperti bung towel cook juatin,-0.9906,0.0,0.7,0.3,negative
Buzzer nya si laknat Erick Thohir muncul tidak ini,-0.9186,0.1,0.6,0.3,negative
Eric Tohir ketum PSSI dan esco situlingga harus benar benar di hukum berat uang selama ini pemasukan timnas lari kemana harus di usut jangan cuma omongan Eric Tohir yang seakan sok alim tapi jangan terlena harus di usut seenaknya saja mecat tanpa adanya koordinasi dengan jelas apa motip dan kesalahannya,-0.9931,0.18,0.531,0.289,negative
SAYA MEMOHON KEPADA BAPAK PRESIDEN PAK PRABOWO MENCOPOT MENTRI OLAH RAGA YG DI EMBAN OLEH SI ERIK TOHIR DAN COPOT DARI KETUA PSSI DAN SEMUA ORG YG ADA DIDALAMNYA MEREKA SEMUA MENGGUNAKAN PSSI UNTUK MENCARI UANG DAN ALAT BERPOLITIK TOLONG LAH PAK,-0.875,0.211,0.338,0.451,negative
Sehebat apapun pemain ditangan Indra sjafri dijamin hancur dan hanya menjadi PECUNDANG bukan pemenang,-0.8402,0.154,0.462,0.385,negative
SONGKIRKAN LAHHH MASA CUMA SATU ORANG KALAH,-0.7184,0.235,0.529,0.235,negative
Sekarang pssi kemunduran,-0.7906,0.0,0.75,0.25,negative
Jijik para mafia bola masih bergerombol di badan pssi timnas gabakal maju adanya makin hancur,-0.975,0.15,0.65,0.2,negative
Buktinya TIMNAS hancur tolong MAFIA di exco ganti semua yang terlibat dan ketua PSSI cepat diganti Erik Tohir harus bertanggung jawab atas pemecatan STY sekarang TIMNAS tidak punya arah,-0.9496,0.33,0.479,0.191,negative
Arya Sinulingga orang pertama yang harus dibuang dari PSSI benalu,-0.9719,0.0,0.769,0.231,negative
Seharusnya yang berhak memilih pemain dan menentukan jadwal latihan dan cari lawan uji coba dan aturan di dalam tim itu pelatihsekali lagi ingat hanya pelatih titik bukan ketua pssi Pssi tugasnya itu cukup mendanai dan mendanai Jangan sok sok tahu tentang ruang ganti Anjing World cup gagal Kurang sejengkal kaki,-0.9929,0.263,0.564,0.172,negative
